"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","PMID","term name","year"
"2307","27","GO Process","","negative regulation of nitrogen compound metabolic process","0.0164","DCN|LRPPRC|FCN3|BAX|CALR|LPA|SOCS3|IFI6|ETS2|ADAR|ECM1|DUSP5|YTHDF2|TDP2|XDH|IGFBP3|SQSTM1|PRKAR1A|PROS1|MBD3|ITIH3|AKT1|LDLR|TXNIP|GDF2|ZFP36|HAMP","17100","4418|4458|4302|4463|4375|4326|4345|4442|4308|4388|4382|4409|4452|4370|4450|4315|4329|4322|4304|4451|4435|4312|4449|4323|4362|4310|4376","","GO.0051172","0"
"171","6","Reactome Pathways","","Fatty acid metabolism","0.0164","EHHADH|SLC25A20|CYP1A2|CYP2C8|CYP4A22|HAO2","17100","4425|4448|4371|4368|4384|4357","","HSA-8978868","0"
"65","4","Reactome Pathways","","Cytochrome P450 - arranged by substrate type","0.0165","CYP26A1|CYP1A2|CYP2C8|CYP4A22","17100","4366|4371|4368|4384","","HSA-211897","0"
"122","5","GO Process","","regulation of endothelial cell proliferation","0.0167","HMOX1|ECM1|XDH|AKT1|GDF2","17100","4352|4382|4450|4312|4362","","GO.0001936","0"
"31","3","GO Process","","hyaluronan metabolic process","0.0167","LYVE1|ITIH3|AKT1","17100","4456|4435|4312","","GO.0030212","0"
"31","3","GO Process","","regulation of endothelial cell differentiation","0.0167","TNFRSF1A|XDH|GDF2","17100","4420|4450|4362","","GO.0045601","0"
"31","3","GO Process","","response to growth hormone","0.0167","ASS1|AKT1|GHR","17100","4457|4312|4394","","GO.0060416","0"
"2198","26","GO Process","","cell surface receptor signaling pathway","0.0169","CD4|DCN|TNFRSF1A|HMOX1|APOA1|ITGA9|BAX|CLEC1B|FOS|TLN1|ZYX|SOCS3|IFI6|HLA-DRB1|ADAR|APH1A|TDP2|SQSTM1|PLXNB2|CXCL2|LY6E|AKT1|TXNIP|GDF2|FPR1|GHR","17100","4460|4418|4420|4352|4411|4431|4463|4402|4415|4328|4462|4345|4442|4378|4388|4343|4370|4329|4372|4391|4332|4312|4323|4362|4339|4394","","GO.0007166","0"
"1501","20","GO Process","","regulation of apoptotic process","0.0169","TNFRSF1A|HMOX1|CAT|BAX|FGB|CALR|SOCS3|IFI6|ADAR|STK40|SRPX|XDH|IGFBP3|SQSTM1|DBH|PLAC8|AKT1|TXNIP|GDF2|ZFP36","17100","4420|4352|4426|4463|4407|4375|4345|4442|4388|4430|4379|4450|4315|4329|4389|4342|4312|4323|4362|4310","","GO.0042981","0"
"1070","16","GO Process","","secretion","0.0169","APOA1|CAT|CFP|CRHBP|ANPEP|FGB|TLN1|HBB|ECM1|PGM1|CAP1|XDH|PROS1|PLAC8|ITIH3|FPR1","17100","4411|4426|4341|4309|4311|4407|4328|4386|4382|4406|4408|4450|4304|4342|4435|4339","","GO.0046903","0"
"8797","73","GO Process","","cellular metabolic process","0.0171","DCN|TNFRSF1A|CETP|HMOX1|CYP26A1|EHHADH|CEBPZ|APOA1|CAT|RAMP3|RNF11|HBA2|DMGDH|LYVE1|SDS|LRPPRC|BTBD1|HPX|CERS2|FTCD|BAX|CLEC1B|AVPR1A|ANPEP|UBTF|FOS|CES2|SOCS3|HBB|UBA1|GANAB|CYP1A2|ETS2|MRPL24|GUK1|FMO3|ADAR|MRPL9|APH1A|PHGDH|BCAS2|DUSP5|CPN1|PGM1|CYP2C8|CYP4A22|AKR1A1|ASS1|STK40|RPRD1B|TDP2|SRPX|XDH|IGFBP3|IDI1|SQSTM1|DBH|GNE|DNTTIP2|MBD3|ITIH3|IGFALS|AADAT|ADH1C|PUF60|AKT1|TXNIP|GDF2|POLRMT|ZFP36|SRRT|GHR|HAO2","17100","4418|4420|4336|4352|4366|4425|4464|4411|4426|4437|4381|4413|4300|4456|4314|4458|4349|4346|4432|4392|4463|4402|4414|4311|4398|4415|4330|4345|4386|4373|4444|4371|4308|4363|4396|4455|4388|4401|4343|4400|4405|4409|4443|4406|4368|4384|4410|4457|4430|4354|4370|4379|4450|4315|4335|4329|4389|4334|4316|4451|4435|4324|4453|4438|4447|4312|4323|4362|4317|4310|4440|4394|4357","","GO.0044237","0"
"442","9","UniProt Keywords","","Lipid metabolism","0.0173","CETP|EHHADH|APOA1|CERS2|CYP1A2|IDI1|HDLBP|APOF|LDLR","17100","4336|4425|4411|4432|4371|4335|4305|4351|4449","","KW-0443","0"
"676","12","GO Process","","innate immune response","0.0173","CFP|FCN3|FCN2|FGB|ZYX|COLEC10|IFI6|HLA-DRB1|ADAR|ASS1|COLEC11|C1R","17100","4341|4302|4301|4407|4462|4436|4442|4378|4388|4457|4433|4439","","GO.0045087","0"
"2946","32","GO Process","","positive regulation of nitrogen compound metabolic process","0.0173","CD4|DCN|TNFRSF1A|HMOX1|CEBPZ|RAMP3|KLKB1|HPX|BAX|UBTF|FGB|FOS|SOCS3|HBB|HLA-DRB1|ETS2|DUSP5|ASS1|RPRD1B|YTHDF2|XDH|IGFBP3|SQSTM1|PRKAR1A|PLAC8|AKT1|LDLR|GDF2|ZFP36|FPR1|HAMP|GHR","17100","4460|4418|4420|4352|4464|4437|4465|4346|4463|4398|4407|4415|4345|4386|4378|4308|4409|4457|4354|4452|4450|4315|4329|4322|4342|4312|4449|4362|4310|4339|4376|4394","","GO.0051173","0"
"7","2","GO Process","","taurine metabolic process","0.0174","PHGDH|GHR","17100","4400|4394","","GO.0019530","0"
"7","2","GO Process","","alkanesulfonate metabolic process","0.0174","PHGDH|GHR","17100","4400|4394","","GO.0019694","0"
"585","11","GO Process","","cellular response to hormone stimulus","0.0174","RAMP3|CRHBP|AVPR1A|FGB|FOS|CALR|ASS1|PRKAR1A|AKT1|ZFP36|GHR","17100","4437|4309|4414|4407|4415|4375|4457|4322|4312|4310|4394","","GO.0032870","0"
"7","2","GO Process","","recognition of apoptotic cell","0.0174","FCN3|FCN2","17100","4302|4301","","GO.0043654","0"
"7","2","GO Process","","regulation of female receptivity","0.0174","OXT|AVPR1A","17100","4387|4414","","GO.0045924","0"
"32","3","GO Process","","positive regulation of substrate adhesion-dependent cell spreading","0.0174","APOA1|FGB|CALR","17100","4411|4407|4375","","GO.1900026","0"
"7","2","GO Process","","negative regulation of vascular endothelial growth factor signaling pathway","0.0174","DCN|XDH","17100","4418|4450","","GO.1900747","0"
"7","2","GO Process","","positive regulation of apoptotic process involved in morphogenesis","0.0174","TNFRSF1A|BAX","17100","4420|4463","","GO.1902339","0"
"84","4","UniProt Keywords","","Collagen","0.0175","FCN3|FCN2|COLEC10|COLEC11","17100","4302|4301|4436|4433","","KW-0176","0"
"40","4","Pfam","","Coagulation Factor Xa inhibitory site","0.0179","F9|PROS1|C1R|LDLR","17100","4423|4304|4439|4449","","PF14670","0"
"10","2","UniProt Keywords","","Thrombophilia","0.0182","F9|PROS1","17100","4423|4304","","KW-0792","0"
"6","2","Reactome Pathways","","Vasopressin-like receptors","0.0182","OXT|AVPR1A","17100","4387|4414","","HSA-388479","0"
"6","2","Reactome Pathways","","Biosynthesis of maresin-like SPMs","0.0182","CYP1A2|CYP2C8","17100","4371|4368","","HSA-9027307","0"
"118","5","GO Function","","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","0.0186","EHHADH|PHGDH|CYP4A22|AKR1A1|ADH1C","17100","4425|4400|4384|4410|4438","","GO.0016616","0"
"129","5","GO Process","","response to calcium ion","0.0193","CRHBP|FGB|FOS|SEC31A|TXNIP","17100","4309|4407|4415|4358|4323","","GO.0051592","0"
"129","5","GO Process","","regulation of blood vessel diameter","0.0193","HMOX1|AVPR1A|FGB|DBH|AKT1","17100","4352|4414|4407|4389|4312","","GO.0097746","0"
"422","9","GO Process","","negative regulation of protein phosphorylation","0.0196","DCN|BAX|SOCS3|ADAR|DUSP5|XDH|IGFBP3|PRKAR1A|AKT1","17100","4418|4463|4345|4388|4409|4450|4315|4322|4312","","GO.0001933","0"
"8","2","GO Process","","regulation of intestinal absorption","0.0204","APOA1|HAMP","17100","4411|4376","","GO.1904478","0"
"11","2","UniProt Keywords","","Glycation","0.0208","APOA1|HBB","17100","4411|4386","","KW-0971","0"
"2249","26","GO Process","","regulation of catalytic activity","0.0212","CD4|DCN|APOA1|BAX|AVPR1A|LPA|SOCS3|IFI6|HLA-DRB1|ADAR|ECM1|APH1A|DUSP5|CAP1|XDH|IGFBP3|PRKAR1A|PROS1|DNAJC7|PLXNB2|ITIH3|AKT1|TXNIP|ZFP36|FPR1|GHR","17100","4460|4418|4411|4463|4414|4326|4345|4442|4378|4388|4382|4343|4409|4408|4450|4315|4322|4304|4424|4372|4435|4312|4323|4310|4339|4394","","GO.0050790","0"
"197","6","GO Process","","cellular response to tumor necrosis factor","0.0214","TNFRSF1A|CRHBP|ASS1|AKT1|ZFP36|HAMP","17100","4420|4309|4457|4312|4310|4376","","GO.0071356","0"
"4194","41","GO Process","","protein metabolic process","0.0219","DCN|F9|EHHADH|APOA1|CAT|RNF11|CFP|BTBD1|KLKB1|HPX|FCN3|FCN2|CLEC1B|ANPEP|FGB|CALR|LPA|SOCS3|COLEC10|UBA1|GANAB|ADAMTSL2|CNDP1|MRPL24|MRPL9|APH1A|DUSP5|CPN1|STK40|RPRD1B|IGFBP3|SQSTM1|COLEC11|MBD3|IGFALS|C1R|AKT1|LDLR|GDF2|ZFP36|GHR","17100","4418|4423|4425|4411|4426|4381|4341|4349|4465|4346|4302|4301|4402|4311|4407|4375|4326|4345|4436|4373|4444|4397|4307|4363|4401|4343|4409|4443|4430|4354|4315|4329|4433|4451|4324|4439|4312|4449|4362|4310|4394","","GO.0019538","0"
"79","4","GO Process","","negative regulation of response to wounding","0.0219","KLKB1|CERS2|FGB|PROS1","17100","4465|4432|4407|4304","","GO.1903035","0"
"36","3","GO Process","","porphyrin-containing compound metabolic process","0.022","HMOX1|HPX|CYP1A2","17100","4352|4346|4371","","GO.0006778","0"
"36","3","GO Process","","response to progesterone","0.022","OXT|FOS|TXNIP","17100","4387|4415|4323","","GO.0032570","0"
"5","2","KEGG Pathways","","Caffeine metabolism","0.0221","CYP1A2|XDH","17100","4371|4450","","hsa00232","0"
"62","4","KEGG Pathways","","Retinol metabolism","0.0221","CYP26A1|CYP1A2|CYP2C8|ADH1C","17100","4366|4371|4368|4438","","hsa00830","0"
"66","4","KEGG Pathways","","Drug metabolism - cytochrome P450","0.0221","CYP1A2|FMO3|CYP2C8|ADH1C","17100","4371|4455|4368|4438","","hsa00982","0"
"116","5","KEGG Pathways","","Carbon metabolism","0.0221","EHHADH|CAT|SDS|PHGDH|HAO2","17100","4425|4426|4314|4400|4357","","hsa01200","0"
"124","5","KEGG Pathways","","Osteoclast differentiation","0.0221","TNFRSF1A|FOS|SOCS3|SQSTM1|AKT1","17100","4420|4415|4345|4329|4312","","hsa04380","0"
"108","5","KEGG Pathways","","TNF signaling pathway","0.0221","TNFRSF1A|FOS|SOCS3|CXCL2|AKT1","17100","4420|4415|4345|4391|4312","","hsa04668","0"
"183","6","KEGG Pathways","","Kaposi's sarcoma-associated herpesvirus infection","0.0221","TNFRSF1A|BAX|FOS|CXCL2|AKT1|ZFP36","17100","4420|4463|4415|4391|4312|4310","","hsa05167","0"
"908","14","GO Process","","positive regulation of cell differentiation","0.0231","CD4|APOA1|FGB|FOS|CALR|SOCS3|HLA-DRB1|IGFBP3|PLXNB2|AKT1|GDF2|ZFP36|HAMP|SRRT","17100","4460|4411|4407|4415|4375|4345|4378|4315|4372|4312|4362|4310|4376|4440","","GO.0045597","0"
"712","12","GO Process","","regulation of MAPK cascade","0.0237","CD4|RAMP3|FGB|HLA-DRB1|DUSP5|STK40|XDH|IGFBP3|AKT1|GDF2|FPR1|GHR","17100","4460|4437|4407|4378|4409|4430|4450|4315|4312|4362|4339|4394","","GO.0043408","0"
"9","2","GO Process","","hemoglobin metabolic process","0.0238","CAT|HPX","17100","4426|4346","","GO.0020027","0"
"9","2","GO Process","","high-density lipoprotein particle clearance","0.0238","APOA1|HDLBP","17100","4411|4305","","GO.0034384","0"
"203","6","GO Process","","regulation of symbiosis, encompassing mutualism through parasitism","0.0238","CD4|FCN3|HLA-DRB1|ADAR|SQSTM1|ZFP36","17100","4460|4302|4378|4388|4329|4310","","GO.0043903","0"
"9","2","GO Process","","negative regulation of retinoic acid receptor signaling pathway","0.0238","CYP26A1|CALR","17100","4366|4375","","GO.0048387","0"
"9","2","GO Process","","phospholipid homeostasis","0.0238","CETP|APOA1","17100","4336|4411","","GO.0055091","0"
"9","2","GO Process","","omega-hydroxylase P450 pathway","0.0238","CYP1A2|CYP2C8","17100","4371|4368","","GO.0097267","0"
"438","9","GO Process","","defense response to other organism","0.0238","CD4|TNFRSF1A|CFP|FCN3|FCN2|FGB|ADAR|PLAC8|HAMP","17100","4460|4420|4341|4302|4301|4407|4388|4342|4376","","GO.0098542","0"
"2040","24","GO Process","","organic substance transport","0.0246","CETP|EHHADH|APOA1|CAT|RAMP3|HBA2|LRPPRC|HPX|PLIN2|CALR|LPA|SLC25A20|HBB|GUK1|ADAR|HDLBP|SEC31A|APOF|MCFD2|AKT1|LDLR|TXNIP|ZFP36|HAO2","17100","4336|4425|4411|4426|4437|4413|4458|4346|4428|4375|4326|4448|4386|4396|4388|4305|4358|4351|4380|4312|4449|4323|4310|4357","","GO.0071702","0"
"83","4","GO Process","","osteoblast differentiation","0.0248","ADAR|IGFBP3|AKT1|GDF2","17100","4388|4315|4312|4362","","GO.0001649","0"
"623","11","GO Process","","regulation of cell adhesion","0.0248","CD4|APOA1|FGB|RND1|CALR|HLA-DRB1|ASS1|YTHDF2|PRKAR1A|PLXNB2|AKT1","17100","4460|4411|4407|4393|4375|4378|4457|4452|4322|4372|4312","","GO.0030155","0"
"83","4","GO Process","","epithelial cell proliferation","0.0248","HMOX1|APOA1|BAX|IGFBP3","17100","4352|4411|4463|4315","","GO.0050673","0"
"223","6","GO Component","","external side of plasma membrane","0.0251","CD4|ANPEP|FGB|CALR|HLA-DRB1|LDLR","17100","4460|4311|4407|4375|4378|4449","","GO.0009897","0"
"12","2","GO Component","","hemoglobin complex","0.0253","HBA2|HBB","17100","4413|4386","","GO.0005833","0"
"84","4","GO Process","","integrin-mediated signaling pathway","0.0255","APOA1|ITGA9|TLN1|ZYX","17100","4411|4431|4328|4462","","GO.0007229","0"
"2416","27","GO Process","","regulation of developmental process","0.0257","CD4|DCN|TNFRSF1A|CETP|HMOX1|OXT|APOA1|CERS2|BAX|FGB|FOS|CALR|SOCS3|HLA-DRB1|ECM1|YTHDF2|XDH|IGFBP3|PLAC8|PLXNB2|AKT1|LDLR|GDF2|ZFP36|HAMP|SRRT|GHR","17100","4460|4418|4420|4336|4352|4387|4411|4432|4463|4407|4415|4375|4345|4378|4382|4452|4450|4315|4342|4372|4312|4449|4362|4310|4376|4440|4394","","GO.0050793","0"
"75","4","GO Function","","virus receptor activity","0.0258","CD4|ANPEP|HLA-DRB1|LDLR","17100","4460|4311|4378|4449","","GO.0001618","0"
"34","3","GO Function","","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen","0.0258","CYP26A1|FMO3|CYP4A22","17100","4366|4455|4384","","GO.0016709","0"
"2926","31","GO Process","","animal organ development","0.0263","CD4|DCN|TNFRSF1A|HMOX1|OXT|APOA1|CAT|BTBD1|BAX|CLEC1B|AVPR1A|FOS|CALR|SOCS3|CYP1A2|ADAMTSL2|ADAR|ECM1|APH1A|PHGDH|ASS1|STK40|XDH|PRKAR1A|PLXNB2|MBD3|AKT1|TXNIP|GDF2|HAMP|LSR","17100","4460|4418|4420|4352|4387|4411|4426|4349|4463|4402|4414|4415|4375|4345|4371|4397|4388|4382|4343|4400|4457|4430|4450|4322|4372|4451|4312|4323|4362|4376|4412","","GO.0048513","0"
"209","6","GO Process","","alpha-amino acid metabolic process","0.0263","SDS|FTCD|PHGDH|ASS1|AADAT|GHR","17100","4314|4392|4400|4457|4453|4394","","GO.1901605","0"
"632","11","GO Process","","leukocyte mediated immunity","0.0268","CAT|CFP|ANPEP|HBB|HLA-DRB1|PGM1|CAP1|DBH|PLAC8|C1R|FPR1","17100","4426|4341|4311|4386|4378|4406|4408|4389|4342|4439|4339","","GO.0002443","0"
"40","3","GO Process","","regulation of digestive system process","0.0268","OXT|APOA1|HAMP","17100","4387|4411|4376","","GO.0044058","0"
"10","2","GO Process","","positive regulation of monocyte differentiation","0.0268","CD4|HLA-DRB1","17100","4460|4378","","GO.0045657","0"
"10","2","GO Process","","positive regulation of viral entry into host cell","0.0268","CD4|HLA-DRB1","17100","4460|4378","","GO.0046598","0"
"366","8","GO Process","","regulation of cell-cell adhesion","0.0272","CD4|APOA1|FGB|HLA-DRB1|ASS1|YTHDF2|PRKAR1A|AKT1","17100","4460|4411|4407|4378|4457|4452|4322|4312","","GO.0022407","0"
"8","2","Reactome Pathways","","Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)","0.0272","CYP1A2|CYP2C8","17100","4371|4368","","HSA-2142670","0"
"8","2","Reactome Pathways","","Biosynthesis of maresins","0.0272","CYP1A2|CYP2C8","17100","4371|4368","","HSA-9018682","0"
"2558","28","GO Process","","negative regulation of macromolecule metabolic process","0.0275","DCN|LRPPRC|FCN3|BAX|CALR|LPA|SOCS3|IFI6|ETS2|ADAR|ECM1|DUSP5|YTHDF2|TDP2|XDH|IGFBP3|SQSTM1|PRKAR1A|PROS1|MBD3|ITIH3|AKT1|LDLR|TXNIP|GDF2|ZFP36|HAMP|SRRT","17100","4418|4458|4302|4463|4375|4326|4345|4442|4308|4388|4382|4409|4452|4370|4450|4315|4329|4322|4304|4451|4435|4312|4449|4323|4362|4310|4376|4440","","GO.0010605","0"
"87","4","GO Process","","response to vitamin","0.0277","CD4|CYP26A1|CAT|HAMP","17100","4460|4366|4426|4376","","GO.0033273","0"
"13","2","GO Component","","chylomicron","0.0282","APOA1|LSR","17100","4411|4412","","GO.0042627","0"
"770","12","GO Component","","ribonucleoprotein complex","0.0282","HBA2|LRPPRC|BTBD1|CALR|MRPL24|ADAR|MRPL9|BCAS2|YTHDF2|SQSTM1|ZFP36|GHR","17100","4413|4458|4349|4375|4363|4388|4401|4405|4452|4329|4310|4394","","GO.1990904","0"
"288","7","GO Process","","blood coagulation","0.0282","F9|KLKB1|CLEC1B|FGB|HBB|PRKAR1A|PROS1","17100","4423|4465|4402|4407|4386|4322|4304","","GO.0007596","0"
"161","5","GO Component","","coated vesicle membrane","0.0284","CD4|HLA-DRB1|SEC31A|MCFD2|LDLR","17100","4460|4378|4358|4380|4449","","GO.0030662","0"
"36","3","GO Function","","oxygen binding","0.0284","CYP26A1|HBA2|HBB","17100","4366|4413|4386","","GO.0019825","0"
"3081","32","GO Process","","positive regulation of macromolecule metabolic process","0.0291","CD4|DCN|TNFRSF1A|HMOX1|CEBPZ|RAMP3|KLKB1|HPX|BAX|UBTF|FGB|FOS|CALR|SOCS3|HLA-DRB1|ETS2|ADAR|DUSP5|RPRD1B|YTHDF2|XDH|IGFBP3|SQSTM1|PRKAR1A|PLAC8|AKT1|LDLR|GDF2|ZFP36|FPR1|HAMP|GHR","17100","4460|4418|4420|4352|4464|4437|4465|4346|4463|4398|4407|4415|4375|4345|4378|4308|4388|4409|4354|4452|4450|4315|4329|4322|4342|4312|4449|4362|4310|4339|4376|4394","","GO.0010604","0"
"89","4","GO Process","","positive regulation of endothelial cell proliferation","0.0295","HMOX1|ECM1|AKT1|GDF2","17100","4352|4382|4312|4362","","GO.0001938","0"
"373","8","GO Process","","regulation of lipid metabolic process","0.0295","TNFRSF1A|APOA1|PLIN2|AVPR1A|IDI1|AKT1|LDLR|LSR","17100","4420|4411|4428|4414|4335|4312|4449|4412","","GO.0019216","0"
"42","3","GO Process","","positive regulation of nitric oxide biosynthetic process","0.0295","HBB|ASS1|AKT1","17100","4386|4457|4312","","GO.0045429","0"
"42","3","GO Process","","positive regulation of nitric oxide metabolic process","0.0295","HBB|ASS1|AKT1","17100","4386|4457|4312","","GO.1904407","0"
"11","2","GO Process","","L-serine metabolic process","0.0297","SDS|PHGDH","17100","4314|4400","","GO.0006563","0"
"11","2","GO Process","","plasminogen activation","0.0297","KLKB1|FGB","17100","4465|4407","","GO.0031639","0"
"90","4","GO Process","","unsaturated fatty acid metabolic process","0.0297","TNFRSF1A|CES2|CYP1A2|CYP2C8","17100","4420|4330|4371|4368","","GO.0033559","0"
"11","2","GO Process","","exogenous drug catabolic process","0.0297","CYP1A2|CYP2C8","17100","4371|4368","","GO.0042738","0"
"294","7","GO Process","","fatty acid metabolic process","0.0298","TNFRSF1A|EHHADH|CES2|CYP1A2|CYP2C8|GHR|HAO2","17100","4420|4425|4330|4371|4368|4394|4357","","GO.0006631","0"
"9","2","Reactome Pathways","","Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus","0.0298","F9|PROS1","17100","4423|4304","","HSA-159763","0"
"9","2","Reactome Pathways","","Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)","0.0298","CYP1A2|CYP2C8","17100","4371|4368","","HSA-2142816","0"
"136","5","Reactome Pathways","","Diseases of glycosylation","0.0298","DCN|CFP|ADAMTSL2|PGM1|GNE","17100","4418|4341|4397|4406|4334","","HSA-3781865","0"
"439","9","Reactome Pathways","","Signaling by Interleukins","0.0298","CD4|TNFRSF1A|HMOX1|FOS|SOCS3|SQSTM1|CXCL2|AKT1|FPR1","17100","4460|4420|4352|4415|4345|4329|4391|4312|4339","","HSA-449147","0"
"37","3","Reactome Pathways","","Platelet Aggregation (Plug Formation)","0.0298","FGB|TLN1|AKT1","17100","4407|4328|4312","","HSA-76009","0"
"9","2","Reactome Pathways","","HDL remodeling","0.0298","CETP|APOA1","17100","4336|4411","","HSA-8964058","0"
"150","5","GO Process","","regulation of endothelial cell migration","0.0299","DCN|HMOX1|CALR|AKT1|GDF2","17100","4418|4352|4375|4312|4362","","GO.0010594","0"
"295","7","GO Process","","regulation of neurotransmitter levels","0.0302","DMGDH|SDS|HBB|PHGDH|ASS1|DBH|AKT1","17100","4300|4314|4386|4400|4457|4389|4312","","GO.0001505","0"
"81","4","KEGG Pathways","","Peroxisome","0.0304","EHHADH|CAT|XDH|HAO2","17100","4425|4426|4450|4357","","hsa04146","0"
"2463","27","GO Process","","negative regulation of cellular metabolic process","0.0305","DCN|HMOX1|LRPPRC|FCN3|BAX|CALR|LPA|SOCS3|IFI6|ETS2|ADAR|ECM1|DUSP5|YTHDF2|TDP2|XDH|IGFBP3|SQSTM1|PRKAR1A|PROS1|MBD3|ITIH3|AKT1|TXNIP|GDF2|ZFP36|HAMP","17100","4418|4352|4458|4302|4463|4375|4326|4345|4442|4308|4388|4382|4409|4452|4370|4450|4315|4329|4322|4304|4451|4435|4312|4323|4362|4310|4376","","GO.0031324","0"
"151","5","GO Process","","regulation of receptor signaling pathway via JAK-STAT","0.0305","DCN|TNFRSF1A|HPX|SOCS3|GHR","17100","4418|4420|4346|4345|4394","","GO.0046425","0"
"14","2","GO Component","","secondary lysosome","0.0308","CRHBP|SQSTM1","17100","4309|4329","","GO.0005767","0"
"14","2","GO Component","","platelet dense granule lumen","0.0308","ECM1|ITIH3","17100","4382|4435","","GO.0031089","0"
"92","4","GO Process","","viral entry into host cell","0.0313","CD4|ANPEP|HLA-DRB1|LDLR","17100","4460|4311|4378|4449","","GO.0046718","0"
"44","3","GO Process","","response to amine","0.0316","OXT|ASS1|DBH","17100","4387|4457|4389","","GO.0014075","0"
"10","2","Reactome Pathways","","Gamma-carboxylation of protein precursors","0.0316","F9|PROS1","17100","4423|4304","","HSA-159740","0"
"10","2","Reactome Pathways","","Removal of aminoterminal propeptides from gamma-carboxylated proteins","0.0316","F9|PROS1","17100","4423|4304","","HSA-159782","0"
"39","3","KEGG Pathways","","Glycine, serine and threonine metabolism","0.0324","DMGDH|SDS|PHGDH","17100","4300|4314|4400","","hsa00260","0"
"32","4","InterPro Domains","","Fibrinogen, alpha/beta/gamma chain, C-terminal globular domain","0.0332","FCN3|FCN2|FGB|MFAP4","17100","4302|4301|4407|4459","","IPR002181","0"
"32","4","InterPro Domains","","Fibrinogen-like, C-terminal","0.0332","FCN3|FCN2|FGB|MFAP4","17100","4302|4301|4407|4459","","IPR036056","0"
"12","2","GO Process","","triglyceride-rich lipoprotein particle remodeling","0.0332","CETP|APOA1","17100","4336|4411","","GO.0034370","0"
"45","3","GO Process","","gene silencing by miRNA","0.0332","ADAR|ZFP36|SRRT","17100","4388|4310|4440","","GO.0035195","0"
"45","3","GO Process","","regulation of meiotic cell cycle","0.0332","CALR|YTHDF2|PRKAR1A","17100","4375|4452|4322","","GO.0051445","0"
"12","2","GO Process","","spongiotrophoblast layer development","0.0332","SOCS3|AKT1","17100","4345|4312","","GO.0060712","0"
"12","2","GO Process","","oxidative demethylation","0.0332","CYP1A2|CYP2C8","17100","4371|4368","","GO.0070989","0"
"94","4","GO Process","","positive regulation of reactive oxygen species metabolic process","0.0332","HBB|ASS1|XDH|AKT1","17100","4386|4457|4450|4312","","GO.2000379","0"
"12","2","GO Process","","positive regulation of extrinsic apoptotic signaling pathway in absence of ligand","0.0332","BAX|SRPX","17100","4463|4379","","GO.2001241","0"
"15","2","UniProt Keywords","","Gamma-carboxyglutamic acid","0.0346","F9|PROS1","17100","4423|4304","","KW-0301","0"
"53","3","GO Component","","peroxisomal matrix","0.0354","EHHADH|CAT|HAO2","17100","4425|4426|4357","","GO.0005782","0"
"11","2","Reactome Pathways","","Gamma-carboxylation, transport, and amino-terminal cleavage of proteins","0.0355","F9|PROS1","17100","4423|4304","","HSA-159854","0"
"1764","21","GO Process","","regulation of intracellular signal transduction","0.0356","CD4|DCN|TNFRSF1A|APOA1|CAT|RAMP3|HPX|BAX|FGB|CALR|SOCS3|HLA-DRB1|DUSP5|STK40|XDH|IGFBP3|SQSTM1|AKT1|GDF2|FPR1|GHR","17100","4460|4418|4420|4411|4426|4437|4346|4463|4407|4375|4345|4378|4409|4430|4450|4315|4329|4312|4362|4339|4394","","GO.1902531","0"
"649","11","Reactome Pathways","","Vesicle-mediated transport","0.0359","CD4|APOA1|HPX|CALR|HBB|SEC31A|MCFD2|COLEC11|AKT1|LDLR|TRAPPC3","17100","4460|4411|4346|4375|4386|4358|4380|4433|4312|4449|4359","","HSA-5653656","0"
"159","5","GO Process","","negative regulation of cell-cell adhesion","0.0361","APOA1|HLA-DRB1|ASS1|YTHDF2|PRKAR1A","17100","4411|4378|4457|4452|4322","","GO.0022408","0"
"97","4","GO Process","","dicarboxylic acid metabolic process","0.0361","FTCD|ASS1|AADAT|GHR","17100","4392|4457|4453|4394","","GO.0043648","0"
"47","3","GO Process","","glycogen metabolic process","0.0362","PGM1|STK40|AKT1","17100","4406|4430|4312","","GO.0005977","0"
"13","2","GO Process","","UV protection","0.0365","CAT|MFAP4","17100","4426|4459","","GO.0009650","0"
"2762","29","GO Process","","negative regulation of metabolic process","0.0365","DCN|HMOX1|LRPPRC|FCN3|BAX|CALR|LPA|SOCS3|IFI6|ETS2|ADAR|ECM1|DUSP5|YTHDF2|TDP2|XDH|IGFBP3|SQSTM1|PRKAR1A|PROS1|MBD3|ITIH3|AKT1|LDLR|TXNIP|GDF2|ZFP36|HAMP|SRRT","17100","4418|4352|4458|4302|4463|4375|4326|4345|4442|4308|4388|4382|4409|4452|4370|4450|4315|4329|4322|4304|4451|4435|4312|4449|4323|4362|4310|4376|4440","","GO.0009892","0"
"13","2","GO Process","","low-density lipoprotein particle remodeling","0.0365","CETP|LPA","17100","4336|4326","","GO.0034374","0"
